CCSD(T) 3b energies
dV_123 = -0.434 kelvin
dV_123 = -0.2195 kelvin
dV_123 = -0.1177 kelvin
dV_123 = -0.0662 kelvin
dV_123 = -0.0232 kelvin
dV_123 = 328.587 kelvin
dV_123 = 46.6051 kelvin
dV_123 = 11.0228 kelvin
dV_123 = 3.7809 kelvin
dV_123 = 1.6114 kelvin
dV_123 = 0.7765 kelvin
dV_123 = 0.403 kelvin
dV_123 = 0.2204 kelvin
dV_123 = 0.1253 kelvin
dV_123 = 0.0448 kelvin
dV_123 = 66.4357 kelvin
dV_123 = -3.6998 kelvin
dV_123 = 2.4144 kelvin
dV_123 = 1.9443 kelvin
dV_123 = 0.9878 kelvin
dV_123 = 0.4755 kelvin
dV_123 = 0.2347 kelvin
dV_123 = 0.1211 kelvin
dV_123 = 0.065 kelvin
dV_123 = 0.0364 kelvin
dV_123 = 0.021 kelvin
dV_123 = 0.0076 kelvin
dV_123 = 16.1045 kelvin
dV_123 = 10.7718 kelvin
dV_123 = 7.5218 kelvin
dV_123 = 3.5076 kelvin
dV_123 = 1.4938 kelvin
dV_123 = 0.6534 kelvin
dV_123 = 0.3031 kelvin
dV_123 = 0.1491 kelvin
dV_123 = 0.0774 kelvin
dV_123 = 0.0423 kelvin
dV_123 = 0.024 kelvin
dV_123 = 0.0084 kelvin
dV_123 = -40.2269 kelvin
dV_123 = -31.3274 kelvin
dV_123 = -10.3176 kelvin
dV_123 = -3.7534 kelvin
dV_123 = -1.5562 kelvin
dV_123 = -0.707 kelvin
dV_123 = -0.3447 kelvin
dV_123 = -0.1781 kelvin
dV_123 = -0.0967 kelvin
dV_123 = -0.055 kelvin
dV_123 = -0.0192 kelvin
dV_123 = 103.5464 kelvin
dV_123 = 15.2703 kelvin
dV_123 = 9.2259 kelvin
dV_123 = 4.3025 kelvin
dV_123 = 1.7909 kelvin
dV_123 = 0.7611 kelvin
dV_123 = 0.3428 kelvin
dV_123 = 0.1646 kelvin
dV_123 = 0.0837 kelvin
dV_123 = 0.0448 kelvin
dV_123 = 0.0249 kelvin
dV_123 = 0.0088 kelvin
dV_123 = 66.4446 kelvin
dV_123 = 0.0046 kelvin
dV_123 = 5.0398 kelvin
dV_123 = 3.1861 kelvin
dV_123 = 1.4614 kelvin
dV_123 = 0.6518 kelvin
dV_123 = 0.3025 kelvin
dV_123 = 0.1487 kelvin
dV_123 = 0.077 kelvin
dV_123 = 0.0418 kelvin
dV_123 = 0.0236 kelvin
dV_123 = 0.0082 kelvin
dV_123 = -28.616 kelvin
dV_123 = -42.4067 kelvin
dV_123 = -13.4495 kelvin
dV_123 = -4.6022 kelvin
dV_123 = -1.8282 kelvin
dV_123 = -0.8031 kelvin
dV_123 = -0.3805 kelvin
dV_123 = -0.192 kelvin
dV_123 = -0.1022 kelvin
dV_123 = -0.057 kelvin
dV_123 = -0.0199 kelvin
dV_123 = -136.2057 kelvin
dV_123 = -29.4496 kelvin
dV_123 = -7.5206 kelvin
dV_123 = -2.4381 kelvin
dV_123 = -0.9692 kelvin
dV_123 = -0.4419 kelvin
dV_123 = -0.2198 kelvin
dV_123 = -0.1168 kelvin
dV_123 = -0.0648 kelvin
dV_123 = -0.0225 kelvin
dV_123 = -92.3601 kelvin
dV_123 = -24.5814 kelvin
dV_123 = -6.5248 kelvin
dV_123 = -2.146 kelvin
dV_123 = -0.8653 kelvin
dV_123 = -0.4004 kelvin
dV_123 = -0.2021 kelvin
dV_123 = -0.1086 kelvin
dV_123 = -0.0609 kelvin
dV_123 = -0.0216 kelvin
dV_123 = 617.2084 kelvin
dV_123 = 68.483 kelvin
dV_123 = 13.3607 kelvin
dV_123 = 4.1381 kelvin
dV_123 = 1.6797 kelvin
dV_123 = 0.7924 kelvin
dV_123 = 0.4063 kelvin
dV_123 = 0.2201 kelvin
dV_123 = 0.1243 kelvin
dV_123 = 0.0438 kelvin
dV_123 = -63.9612 kelvin
dV_123 = -20.0227 kelvin
dV_123 = 2.8445 kelvin
dV_123 = 2.9603 kelvin
dV_123 = 1.4461 kelvin
dV_123 = 0.6558 kelvin
dV_123 = 0.307 kelvin
dV_123 = 0.1514 kelvin
dV_123 = 0.0784 kelvin
dV_123 = 0.0426 kelvin
dV_123 = 0.0243 kelvin
dV_123 = 0.0087 kelvin
dV_123 = -449.6656 kelvin
dV_123 = -58.7978 kelvin
dV_123 = -6.6185 kelvin
dV_123 = 0.291 kelvin
dV_123 = 0.6036 kelvin
dV_123 = 0.3599 kelvin
dV_123 = 0.1923 kelvin
dV_123 = 0.1032 kelvin
dV_123 = 0.0571 kelvin
dV_123 = 0.0325 kelvin
dV_123 = 0.019 kelvin
dV_123 = 0.0068 kelvin
dV_123 = 469.7861 kelvin
dV_123 = -9.4516 kelvin
dV_123 = -8.5813 kelvin
dV_123 = -3.389 kelvin
dV_123 = -1.4388 kelvin
dV_123 = -0.6594 kelvin
dV_123 = -0.3227 kelvin
dV_123 = -0.1672 kelvin
dV_123 = -0.0908 kelvin
dV_123 = -0.0516 kelvin
dV_123 = -0.0183 kelvin
dV_123 = 85.4602 kelvin
dV_123 = 25.7647 kelvin
dV_123 = 9.1342 kelvin
dV_123 = 3.4704 kelvin
dV_123 = 1.4311 kelvin
dV_123 = 0.642 kelvin
dV_123 = 0.3107 kelvin
dV_123 = 0.1601 kelvin
dV_123 = 0.0869 kelvin
dV_123 = 0.0292 kelvin
dV_123 = 80.0052 kelvin
dV_123 = 25.581 kelvin
dV_123 = 9.1731 kelvin
dV_123 = 3.4956 kelvin
dV_123 = 1.4431 kelvin
dV_123 = 0.6474 kelvin
dV_123 = 0.3132 kelvin
dV_123 = 0.1618 kelvin
dV_123 = 0.088 kelvin
dV_123 = 0.0295 kelvin
dV_123 = -61.017 kelvin
dV_123 = -18.0879 kelvin
dV_123 = -6.6047 kelvin
dV_123 = -2.7503 kelvin
dV_123 = -1.2492 kelvin
dV_123 = -0.6094 kelvin
dV_123 = -0.3155 kelvin
dV_123 = -0.1718 kelvin
dV_123 = -0.058 kelvin
dV_123 = -27.2958 kelvin
dV_123 = -7.0585 kelvin
dV_123 = -2.4421 kelvin
dV_123 = -1.0399 kelvin
dV_123 = -0.5051 kelvin
dV_123 = -0.2652 kelvin
dV_123 = -0.1462 kelvin
dV_123 = -0.0502 kelvin
dV_123 = -27.5293 kelvin
dV_123 = -7.0828 kelvin
dV_123 = -2.4382 kelvin
dV_123 = -1.0359 kelvin
dV_123 = -0.5028 kelvin
dV_123 = -0.2638 kelvin
dV_123 = -0.1456 kelvin
dV_123 = -0.0501 kelvin
dV_123 = 38.3588 kelvin
dV_123 = 8.1545 kelvin
dV_123 = 2.8172 kelvin
dV_123 = 1.2835 kelvin
dV_123 = 0.6728 kelvin
dV_123 = 0.3743 kelvin
dV_123 = 0.2158 kelvin
dV_123 = 0.0773 kelvin
dV_123 = 87.29 kelvin
dV_123 = 26.1731 kelvin
dV_123 = 9.1307 kelvin
dV_123 = 3.4473 kelvin
dV_123 = 1.4184 kelvin
dV_123 = 0.6358 kelvin
dV_123 = 0.3078 kelvin
dV_123 = 0.1586 kelvin
dV_123 = 0.0863 kelvin
dV_123 = 0.0292 kelvin
dV_123 = 97.0275 kelvin
dV_123 = 27.5241 kelvin
dV_123 = 9.4775 kelvin
dV_123 = 3.566 kelvin
dV_123 = 1.466 kelvin
dV_123 = 0.6569 kelvin
dV_123 = 0.3177 kelvin
dV_123 = 0.164 kelvin
dV_123 = 0.0891 kelvin
dV_123 = 0.03 kelvin
dV_123 = -63.7557 kelvin
dV_123 = -18.283 kelvin
dV_123 = -6.5978 kelvin
dV_123 = -2.7375 kelvin
dV_123 = -1.2422 kelvin
dV_123 = -0.606 kelvin
dV_123 = -0.3139 kelvin
dV_123 = -0.171 kelvin
dV_123 = -0.0578 kelvin
dV_123 = -74.1846 kelvin
dV_123 = -10.0588 kelvin
dV_123 = -2.6363 kelvin
dV_123 = -0.9544 kelvin
dV_123 = -0.395 kelvin
dV_123 = -0.1775 kelvin
dV_123 = -0.0853 kelvin
dV_123 = -0.0437 kelvin
dV_123 = -0.0238 kelvin
dV_123 = -0.0077 kelvin
dV_123 = -62.9537 kelvin
dV_123 = -14.4716 kelvin
dV_123 = -4.372 kelvin
dV_123 = -1.6322 kelvin
dV_123 = -0.7236 kelvin
dV_123 = -0.3573 kelvin
dV_123 = -0.1887 kelvin
dV_123 = -0.1045 kelvin
dV_123 = -0.0362 kelvin
dV_123 = -434.1801 kelvin
dV_123 = -61.9311 kelvin
dV_123 = -16.7679 kelvin
dV_123 = -6.1612 kelvin
dV_123 = -2.478 kelvin
dV_123 = -1.0624 kelvin
dV_123 = -0.4873 kelvin
dV_123 = -0.2388 kelvin
dV_123 = -0.1243 kelvin
dV_123 = -0.0681 kelvin
dV_123 = -0.0229 kelvin
dV_123 = -39.7235 kelvin
dV_123 = -6.9851 kelvin
dV_123 = -2.3994 kelvin
dV_123 = -1.0039 kelvin
dV_123 = -0.4497 kelvin
dV_123 = -0.2133 kelvin
dV_123 = -0.1073 kelvin
dV_123 = -0.0568 kelvin
dV_123 = -0.0315 kelvin
dV_123 = -0.0105 kelvin
dV_123 = -53.8568 kelvin
dV_123 = -16.1999 kelvin
dV_123 = -5.6314 kelvin
dV_123 = -2.1808 kelvin
dV_123 = -0.9488 kelvin
dV_123 = -0.452 kelvin
dV_123 = -0.2304 kelvin
dV_123 = -0.1234 kelvin
dV_123 = -0.0692 kelvin
dV_123 = -0.0244 kelvin
dV_123 = 890.2426 kelvin
dV_123 = 88.6362 kelvin
dV_123 = 2.2474 kelvin
dV_123 = 0.0425 kelvin
dV_123 = 0.1844 kelvin
dV_123 = 0.1478 kelvin
dV_123 = 0.0901 kelvin
dV_123 = 0.051 kelvin
dV_123 = 0.029 kelvin
dV_123 = 0.0167 kelvin
dV_123 = 0.0099 kelvin
dV_123 = 0.0036 kelvin
dV_123 = 102.0925 kelvin
dV_123 = 37.3071 kelvin
dV_123 = 13.7976 kelvin
dV_123 = 5.2896 kelvin
dV_123 = 2.1074 kelvin
dV_123 = 0.8951 kelvin
dV_123 = 0.4091 kelvin
dV_123 = 0.2005 kelvin
dV_123 = 0.1044 kelvin
dV_123 = 0.057 kelvin
dV_123 = 0.0196 kelvin
dV_123 = 4.4397 kelvin
dV_123 = -5.7906 kelvin
dV_123 = -3.2127 kelvin
dV_123 = -1.4915 kelvin
dV_123 = -0.6913 kelvin
dV_123 = -0.3355 kelvin
dV_123 = -0.172 kelvin
dV_123 = -0.0928 kelvin
dV_123 = -0.0523 kelvin
dV_123 = -0.0186 kelvin
dV_123 = 92.8133 kelvin
dV_123 = 24.1411 kelvin
dV_123 = 8.0545 kelvin
dV_123 = 3.2787 kelvin
dV_123 = 1.5276 kelvin
dV_123 = 0.7673 kelvin
dV_123 = 0.406 kelvin
dV_123 = 0.2241 kelvin
dV_123 = 0.1284 kelvin
dV_123 = 0.0466 kelvin
dV_123 = 521.8091 kelvin
dV_123 = 72.3152 kelvin
dV_123 = 12.4324 kelvin
dV_123 = 3.4041 kelvin
dV_123 = 1.2871 kelvin
dV_123 = 0.5816 kelvin
dV_123 = 0.2892 kelvin
dV_123 = 0.153 kelvin
dV_123 = 0.0847 kelvin
dV_123 = 0.0485 kelvin
dV_123 = 0.0178 kelvin
dV_123 = -4.5211 kelvin
dV_123 = -1.3955 kelvin
dV_123 = -0.5094 kelvin
dV_123 = -0.2157 kelvin
dV_123 = -0.1016 kelvin
dV_123 = -0.0514 kelvin
dV_123 = -0.0277 kelvin
dV_123 = -0.0091 kelvin
dV_123 = -291.3609 kelvin
dV_123 = -25.0521 kelvin
dV_123 = -5.6872 kelvin
dV_123 = -2.0537 kelvin
dV_123 = -0.858 kelvin
dV_123 = -0.3848 kelvin
dV_123 = -0.1841 kelvin
dV_123 = -0.0938 kelvin
dV_123 = -0.0501 kelvin
dV_123 = -0.0281 kelvin
dV_123 = -0.01 kelvin
dV_123 = -110.6972 kelvin
dV_123 = 49.6003 kelvin
dV_123 = 11.7033 kelvin
dV_123 = 4.3314 kelvin
dV_123 = 1.5986 kelvin
dV_123 = 0.6209 kelvin
dV_123 = 0.2628 kelvin
dV_123 = 0.1213 kelvin
dV_123 = 0.0601 kelvin
dV_123 = 0.0314 kelvin
dV_123 = 0.0176 kelvin
dV_123 = 0.0061 kelvin
dV_123 = 825.7841 kelvin
dV_123 = 108.7052 kelvin
dV_123 = 14.3348 kelvin
dV_123 = 3.4771 kelvin
dV_123 = 1.2813 kelvin
dV_123 = 0.5755 kelvin
dV_123 = 0.2858 kelvin
dV_123 = 0.1512 kelvin
dV_123 = 0.0836 kelvin
dV_123 = 0.0482 kelvin
dV_123 = 0.0174 kelvin
dV_123 = 390.9653 kelvin
dV_123 = 3.8544 kelvin
dV_123 = -5.6509 kelvin
dV_123 = -2.6481 kelvin
dV_123 = -1.1833 kelvin
dV_123 = -0.5615 kelvin
dV_123 = -0.2827 kelvin
dV_123 = -0.1503 kelvin
dV_123 = -0.0834 kelvin
dV_123 = -0.048 kelvin
dV_123 = -0.0173 kelvin
dV_123 = 2389.9169 kelvin
dV_123 = 288.7633 kelvin
dV_123 = 3.9625 kelvin
dV_123 = -5.3392 kelvin
dV_123 = -2.6127 kelvin
dV_123 = -1.1722 kelvin
dV_123 = -0.5458 kelvin
dV_123 = -0.268 kelvin
dV_123 = -0.1385 kelvin
dV_123 = -0.075 kelvin
dV_123 = -0.0424 kelvin
dV_123 = -0.015 kelvin
dV_123 = 94.6402 kelvin
dV_123 = -1.6099 kelvin
dV_123 = -1.7427 kelvin
dV_123 = -0.6317 kelvin
dV_123 = -0.2321 kelvin
dV_123 = -0.0972 kelvin
dV_123 = -0.046 kelvin
dV_123 = -0.0237 kelvin
dV_123 = -0.0132 kelvin
dV_123 = -0.0072 kelvin
dV_123 = -0.0026 kelvin
dV_123 = 95.2694 kelvin
dV_123 = 7.6842 kelvin
dV_123 = 3.0127 kelvin
dV_123 = 1.4661 kelvin
dV_123 = 0.6905 kelvin
dV_123 = 0.3297 kelvin
dV_123 = 0.1637 kelvin
dV_123 = 0.0854 kelvin
dV_123 = 0.0465 kelvin
dV_123 = 0.0264 kelvin
dV_123 = 0.0097 kelvin
dV_123 = 709.6832 kelvin
dV_123 = 10.4031 kelvin
dV_123 = -5.529 kelvin
dV_123 = -1.4918 kelvin
dV_123 = -0.4927 kelvin
dV_123 = -0.2256 kelvin
dV_123 = -0.1203 kelvin
dV_123 = -0.067 kelvin
dV_123 = -0.0383 kelvin
dV_123 = -0.0227 kelvin
dV_123 = -0.0134 kelvin
dV_123 = -0.0051 kelvin
dV_123 = 13.7349 kelvin
dV_123 = 6.8142 kelvin
dV_123 = 2.2416 kelvin
dV_123 = 0.9073 kelvin
dV_123 = 0.455 kelvin
dV_123 = 0.2529 kelvin
dV_123 = 0.1463 kelvin
dV_123 = 0.0868 kelvin
dV_123 = 0.0326 kelvin
dV_123 = -613.4706 kelvin
dV_123 = -83.4965 kelvin
dV_123 = -14.7341 kelvin
dV_123 = -3.4968 kelvin
dV_123 = -1.1043 kelvin
dV_123 = -0.425 kelvin
dV_123 = -0.1863 kelvin
dV_123 = -0.0895 kelvin
dV_123 = -0.0457 kelvin
dV_123 = -0.0248 kelvin
dV_123 = -0.014 kelvin
dV_123 = -0.0046 kelvin
dV_123 = 283.8516 kelvin
dV_123 = 48.339 kelvin
dV_123 = 13.1764 kelvin
dV_123 = 4.6511 kelvin
dV_123 = 1.8105 kelvin
dV_123 = 0.757 kelvin
dV_123 = 0.3403 kelvin
dV_123 = 0.1643 kelvin
dV_123 = 0.0842 kelvin
dV_123 = 0.0459 kelvin
dV_123 = 0.0153 kelvin
dV_123 = 61.5009 kelvin
dV_123 = 27.6318 kelvin
dV_123 = 11.1608 kelvin
dV_123 = 4.4278 kelvin
dV_123 = 1.8075 kelvin
dV_123 = 0.7834 kelvin
dV_123 = 0.3641 kelvin
dV_123 = 0.1805 kelvin
dV_123 = 0.095 kelvin
dV_123 = 0.0523 kelvin
dV_123 = 0.0178 kelvin
dV_123 = -415.1366 kelvin
dV_123 = -24.9832 kelvin
dV_123 = -3.9772 kelvin
dV_123 = -1.1438 kelvin
dV_123 = -0.4181 kelvin
dV_123 = -0.1702 kelvin
dV_123 = -0.0753 kelvin
dV_123 = -0.0355 kelvin
dV_123 = -0.0176 kelvin
dV_123 = -0.0094 kelvin
dV_123 = -0.0029 kelvin
dV_123 = 51.3192 kelvin
dV_123 = 16.6638 kelvin
dV_123 = 6.1379 kelvin
dV_123 = 2.407 kelvin
dV_123 = 1.0154 kelvin
dV_123 = 0.4631 kelvin
dV_123 = 0.2267 kelvin
dV_123 = 0.1179 kelvin
dV_123 = 0.0648 kelvin
dV_123 = 0.022 kelvin
dV_123 = 27.0775 kelvin
dV_123 = 1.6888 kelvin
dV_123 = 0.241 kelvin
dV_123 = 0.1174 kelvin
dV_123 = 0.0944 kelvin
dV_123 = 0.0692 kelvin
dV_123 = 0.0458 kelvin
dV_123 = 0.0291 kelvin
dV_123 = 0.0117 kelvin
dV_123 = 15.9554 kelvin
dV_123 = 9.3151 kelvin
dV_123 = 3.1325 kelvin
dV_123 = 1.242 kelvin
dV_123 = 0.594 kelvin
dV_123 = 0.3159 kelvin
dV_123 = 0.1767 kelvin
dV_123 = 0.1024 kelvin
dV_123 = 0.0374 kelvin
dV_123 = 214.4192 kelvin
dV_123 = 72.362 kelvin
dV_123 = -11.9675 kelvin
dV_123 = -5.2864 kelvin
dV_123 = -1.8674 kelvin
dV_123 = -0.7198 kelvin
dV_123 = -0.3024 kelvin
dV_123 = -0.1372 kelvin
dV_123 = -0.0667 kelvin
dV_123 = -0.0346 kelvin
dV_123 = -0.0188 kelvin
dV_123 = -0.0063 kelvin
dV_123 = -31.0019 kelvin
dV_123 = -2.243 kelvin
dV_123 = 0.357 kelvin
dV_123 = 0.3686 kelvin
dV_123 = 0.2147 kelvin
dV_123 = 0.1171 kelvin
dV_123 = 0.0644 kelvin
dV_123 = 0.0367 kelvin
dV_123 = 0.0215 kelvin
dV_123 = 0.0084 kelvin
dV_123 = 817.2747 kelvin
dV_123 = 96.5252 kelvin
dV_123 = 10.5141 kelvin
dV_123 = 1.8052 kelvin
dV_123 = 0.4959 kelvin
dV_123 = 0.2002 kelvin
dV_123 = 0.0992 kelvin
dV_123 = 0.0534 kelvin
dV_123 = 0.03 kelvin
dV_123 = 0.0175 kelvin
dV_123 = 0.0064 kelvin
dV_123 = -138.0418 kelvin
dV_123 = -21.1039 kelvin
dV_123 = -4.8156 kelvin
dV_123 = -1.3648 kelvin
dV_123 = -0.4654 kelvin
dV_123 = -0.187 kelvin
dV_123 = -0.0849 kelvin
dV_123 = -0.0417 kelvin
dV_123 = -0.0216 kelvin
dV_123 = -0.012 kelvin
dV_123 = -0.0043 kelvin
dV_123 = 386.761 kelvin
dV_123 = 143.1243 kelvin
dV_123 = -4.9992 kelvin
dV_123 = -6.2346 kelvin
dV_123 = -2.6883 kelvin
dV_123 = -1.1428 kelvin
dV_123 = -0.5147 kelvin
dV_123 = -0.2477 kelvin
dV_123 = -0.1261 kelvin
dV_123 = -0.0675 kelvin
dV_123 = -0.0377 kelvin
dV_123 = -0.0133 kelvin
dV_123 = 891.2102 kelvin
dV_123 = 88.0472 kelvin
dV_123 = 10.8285 kelvin
dV_123 = 2.5536 kelvin
dV_123 = 0.8973 kelvin
dV_123 = 0.4137 kelvin
dV_123 = 0.2191 kelvin
dV_123 = 0.1228 kelvin
dV_123 = 0.0712 kelvin
dV_123 = 0.0421 kelvin
dV_123 = 0.0162 kelvin
dV_123 = -64.062 kelvin
dV_123 = -10.6812 kelvin
dV_123 = -1.9087 kelvin
dV_123 = -0.4837 kelvin
dV_123 = -0.1541 kelvin
dV_123 = -0.0551 kelvin
dV_123 = -0.0214 kelvin
dV_123 = -0.0092 kelvin
dV_123 = -0.0039 kelvin
dV_123 = -0.0017 kelvin
dV_123 = -0.0005 kelvin
dV_123 = -41.5194 kelvin
dV_123 = -6.2675 kelvin
dV_123 = -0.9714 kelvin
dV_123 = -0.1325 kelvin
dV_123 = -0.0001 kelvin
dV_123 = 0.0158 kelvin
dV_123 = 0.0136 kelvin
dV_123 = 0.0096 kelvin
dV_123 = 0.0066 kelvin
dV_123 = 0.0027 kelvin
dV_123 = -26.4911 kelvin
dV_123 = -7.3234 kelvin
dV_123 = -2.8126 kelvin
dV_123 = -1.1807 kelvin
dV_123 = -0.5307 kelvin
dV_123 = -0.2543 kelvin
dV_123 = -0.129 kelvin
dV_123 = -0.0693 kelvin
dV_123 = -0.0386 kelvin
dV_123 = -0.0131 kelvin
dV_123 = 61.9409 kelvin
dV_123 = 16.6576 kelvin
dV_123 = 6.3479 kelvin
dV_123 = 2.6457 kelvin
dV_123 = 1.1432 kelvin
dV_123 = 0.5173 kelvin
dV_123 = 0.2475 kelvin
dV_123 = 0.1257 kelvin
dV_123 = 0.0673 kelvin
dV_123 = 0.0374 kelvin
dV_123 = 0.0128 kelvin
dV_123 = 224.3209 kelvin
dV_123 = 248.2591 kelvin
dV_123 = 1.2682 kelvin
dV_123 = -4.9238 kelvin
dV_123 = -2.1147 kelvin
dV_123 = -0.8598 kelvin
dV_123 = -0.3696 kelvin
dV_123 = -0.1705 kelvin
dV_123 = -0.0842 kelvin
dV_123 = -0.0438 kelvin
dV_123 = -0.0243 kelvin
dV_123 = -0.0082 kelvin
dV_123 = -112.8494 kelvin
dV_123 = -17.3148 kelvin
dV_123 = -1.1274 kelvin
dV_123 = -0.7636 kelvin
dV_123 = -0.3706 kelvin
dV_123 = -0.1232 kelvin
dV_123 = -0.0272 kelvin
dV_123 = 0.0019 kelvin
dV_123 = 0.0078 kelvin
dV_123 = 0.0073 kelvin
dV_123 = 0.0043 kelvin
dV_123 = -513.8613 kelvin
dV_123 = 27.6433 kelvin
dV_123 = -11.8932 kelvin
dV_123 = -6.0916 kelvin
dV_123 = -2.4064 kelvin
dV_123 = -0.9885 kelvin
dV_123 = -0.4353 kelvin
dV_123 = -0.2054 kelvin
dV_123 = -0.1028 kelvin
dV_123 = -0.0542 kelvin
dV_123 = -0.03 kelvin
dV_123 = -0.0105 kelvin
dV_123 = -3.3365 kelvin
dV_123 = 0.1088 kelvin
dV_123 = 0.0633 kelvin
dV_123 = 0.0219 kelvin
dV_123 = 0.0076 kelvin
dV_123 = 0.0027 kelvin
dV_123 = 0.4332 kelvin
dV_123 = 0.1075 kelvin
dV_123 = 0.0298 kelvin
dV_123 = 0.0097 kelvin
dV_123 = -0.4918 kelvin
dV_123 = -0.9447 kelvin
dV_123 = -0.2294 kelvin
dV_123 = -0.0642 kelvin
dV_123 = -0.021 kelvin
dV_123 = -37.146 kelvin
dV_123 = -2.7883 kelvin
dV_123 = -0.426 kelvin
dV_123 = -0.1032 kelvin
dV_123 = -0.0315 kelvin
dV_123 = -55.788 kelvin
dV_123 = -3.4681 kelvin
dV_123 = -0.5019 kelvin
dV_123 = -0.117 kelvin
dV_123 = -0.0349 kelvin
dV_123 = 102.7667 kelvin
dV_123 = 5.8319 kelvin
dV_123 = 0.8738 kelvin
dV_123 = 0.213 kelvin
dV_123 = 0.0648 kelvin
dV_123 = 1.9734 kelvin
dV_123 = 0.5377 kelvin
dV_123 = 0.1204 kelvin
dV_123 = 0.0321 kelvin
dV_123 = 0.0104 kelvin
dV_123 = 3.9746 kelvin
dV_123 = 0.7321 kelvin
dV_123 = 0.1461 kelvin
dV_123 = 0.037 kelvin
dV_123 = 0.0113 kelvin
dV_123 = -10.4427 kelvin
dV_123 = -1.6444 kelvin
dV_123 = -0.3224 kelvin
dV_123 = -0.0815 kelvin
dV_123 = -0.0249 kelvin
dV_123 = 5.0134 kelvin
dV_123 = 0.882 kelvin
dV_123 = 0.1664 kelvin
dV_123 = 0.0403 kelvin
dV_123 = 0.0121 kelvin
dV_123 = 3.2851 kelvin
dV_123 = 0.7422 kelvin
dV_123 = 0.1486 kelvin
dV_123 = 0.0373 kelvin
dV_123 = 0.0112 kelvin
dV_123 = -14.1262 kelvin
dV_123 = -2.0302 kelvin
dV_123 = -0.3705 kelvin
dV_123 = -0.0884 kelvin
dV_123 = -0.0263 kelvin
dV_123 = -74.0561 kelvin
dV_123 = -3.8263 kelvin
dV_123 = -0.4999 kelvin
dV_123 = -0.1129 kelvin
dV_123 = -0.0331 kelvin
dV_123 = -59.859 kelvin
dV_123 = -3.4956 kelvin
dV_123 = -0.4669 kelvin
dV_123 = -0.1073 kelvin
dV_123 = -0.0324 kelvin
dV_123 = 155.7434 kelvin
dV_123 = 6.6313 kelvin
dV_123 = 0.8888 kelvin
dV_123 = 0.2099 kelvin
dV_123 = 0.0628 kelvin
dV_123 = 2.1259 kelvin
dV_123 = 0.7462 kelvin
dV_123 = 0.1541 kelvin
dV_123 = 0.0389 kelvin
dV_123 = 0.0121 kelvin
dV_123 = -2.2849 kelvin
dV_123 = 0.3667 kelvin
dV_123 = 0.1025 kelvin
dV_123 = 0.029 kelvin
dV_123 = 0.0091 kelvin
dV_123 = -3.706 kelvin
dV_123 = -1.4924 kelvin
dV_123 = -0.3081 kelvin
dV_123 = -0.0778 kelvin
dV_123 = -0.0239 kelvin
dV_123 = 42.2994 kelvin
dV_123 = 4.338 kelvin
dV_123 = 0.6895 kelvin
dV_123 = 0.1511 kelvin
dV_123 = 0.0425 kelvin
dV_123 = 41.0549 kelvin
dV_123 = 4.3859 kelvin
dV_123 = 0.6995 kelvin
dV_123 = 0.1533 kelvin
dV_123 = 0.043 kelvin
dV_123 = -94.3954 kelvin
dV_123 = -8.5184 kelvin
dV_123 = -1.3981 kelvin
dV_123 = -0.3074 kelvin
dV_123 = -0.0869 kelvin
dV_123 = -11.7268 kelvin
dV_123 = -1.069 kelvin
dV_123 = -0.2244 kelvin
dV_123 = -0.0662 kelvin
dV_123 = -11.746 kelvin
dV_123 = -1.0632 kelvin
dV_123 = -0.2222 kelvin
dV_123 = -0.0656 kelvin
dV_123 = 15.1116 kelvin
dV_123 = 1.4495 kelvin
dV_123 = 0.3314 kelvin
dV_123 = 0.103 kelvin
dV_123 = 44.545 kelvin
dV_123 = 4.3034 kelvin
dV_123 = 0.6777 kelvin
dV_123 = 0.1481 kelvin
dV_123 = 0.0418 kelvin
dV_123 = 47.6598 kelvin
dV_123 = 4.494 kelvin
dV_123 = 0.7056 kelvin
dV_123 = 0.1542 kelvin
dV_123 = 0.0434 kelvin
dV_123 = -104.353 kelvin
dV_123 = -8.5416 kelvin
dV_123 = -1.3863 kelvin
dV_123 = -0.305 kelvin
dV_123 = -0.0862 kelvin
dV_123 = -12.5828 kelvin
dV_123 = 0.1376 kelvin
dV_123 = 0.1868 kelvin
dV_123 = 0.0707 kelvin
dV_123 = 0.0261 kelvin
dV_123 = 0.0104 kelvin
dV_123 = 0.0047 kelvin
dV_123 = -1.6578 kelvin
dV_123 = 1.3596 kelvin
dV_123 = 0.3614 kelvin
dV_123 = 0.1039 kelvin
dV_123 = 0.0344 kelvin
dV_123 = 0.0126 kelvin
dV_123 = 0.0053 kelvin
dV_123 = -4.9019 kelvin
dV_123 = -4.5521 kelvin
dV_123 = -0.9148 kelvin
dV_123 = -0.2489 kelvin
dV_123 = -0.0811 kelvin
dV_123 = -0.0306 kelvin
dV_123 = -0.012 kelvin
dV_123 = -51.5665 kelvin
dV_123 = -7.0162 kelvin
dV_123 = -1.1169 kelvin
dV_123 = -0.2851 kelvin
dV_123 = -0.091 kelvin
dV_123 = -0.0334 kelvin
dV_123 = -0.0132 kelvin
dV_123 = -135.9291 kelvin
dV_123 = -9.6481 kelvin
dV_123 = -1.4193 kelvin
dV_123 = -0.3422 kelvin
dV_123 = -0.1042 kelvin
dV_123 = -0.0372 kelvin
dV_123 = -0.0148 kelvin
